"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2026-07-08,"wk flu hosp rate change",2023-10-07,"09",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"09",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"09",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"09",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"09",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"10",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"11",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"12",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"13",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"15",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"16",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"17",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"18",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"19",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"20",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"21",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"22",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"23",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"24",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"25",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"26",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"27",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"28",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"29",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"30",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"31",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"32",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"33",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"34",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",1,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",1,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",1,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",1,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"35",1,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"36",0,"pmf","decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"36",0,"pmf","increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"36",0,"pmf","large_decrease",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"36",0,"pmf","large_increase",0
2026-07-08,"wk flu hosp rate change",2023-10-07,"36",0,"pmf","stable",1
2026-07-08,"wk flu hosp rate change",2023-10-07,"36",1,"pmf","decrease",0
